'Planner', 'Visualization',Simulation_Time,'Max nr of acs in grid', 'dt', 'Nr Spawned acs', 'Avg nr of acs in grid',Mean t CBS',Max_t_alg, 'Total time',Average_route_time_per_ac,Max_route_time_per_ac,'Average route length per ac','Max route length per ac',,,CoV TTT,CoV ARA,CoV MRT,CoV MAT,,,,,
Prioritized,FALSE,129,6,0.5,80,5.089147287,0.016088934,0.059839487,5.950187922,8.70625,12,17.4125,24,,53,0.030534879,0.029258506,0.041551754,0.582176256,,,,,
Prioritized,FALSE,124,6,0.5,80,5.173387097,0.016061964,0.062844753,5.855998039,8.51875,12,17.0375,24,,54,0.030574709,0.029303743,0.04166164,0.586049025,,,,,
Prioritized,FALSE,136,6,0.5,80,5.051470588,0.018663454,0.123068571,6.065542698,9.0875,12,18.175,24,,55,0.031399662,0.029378333,0.041750902,0.58069469,,,,,
Prioritized,FALSE,123.5,6,0.5,80,5.097165992,0.019505975,0.150074959,6.010441303,8.36875,12.5,16.7375,25,,56,0.031511065,0.02983756,0.041376891,0.573928594,,,,,
Prioritized,FALSE,127.5,6,0.5,80,5.349019608,0.017772029,0.063458681,5.954595089,9.025,12.5,18.05,25,,57,0.031236699,0.029777542,0.041012756,0.577458032,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.166023166,0.018447753,0.088782549,6.108768463,8.8625,12,17.725,24,,58,0.0309902,0.029531582,0.041091562,0.576359901,,,,,
Prioritized,FALSE,127.5,6,0.5,80,5.078431373,0.016443898,0.090761423,5.8907094,8.59375,12,17.1875,24,,59,0.030730248,0.029430667,0.041154166,0.574938434,,,,,
Prioritized,FALSE,125.5,6,0.5,80,5.310756972,0.01830958,0.080785036,5.936345577,8.83125,13,17.6625,26,,60,0.030590174,0.029185126,0.041059919,0.574993119,,,,,
Prioritized,FALSE,131.5,6,0.5,80,5.201520913,0.021337285,0.094208479,7.782388687,9.05,13,18.1,26,,61,0.03051716,0.029178777,0.040959753,0.573039396,,,,,
Prioritized,FALSE,122.5,6,0.5,80,5.240816327,0.019526441,0.061867476,6.760700941,8.525,12,17.05,24,,62,0.030792413,0.029207904,0.041030026,0.576271117,,,,,
Prioritized,FALSE,126.5,6,0.5,80,5.316205534,0.021254686,0.069813013,6.804126024,8.90625,12,17.8125,24,,63,0.03058484,0.029015375,0.04108633,0.577896674,,,,,
Prioritized,FALSE,129,6,0.5,80,5.15503876,0.019374823,0.065824509,6.732780457,8.8125,12,17.625,24,,64,0.030353587,0.028784898,0.04112987,0.580107638,,,,,
Prioritized,FALSE,129,6,0.5,80,5.263565891,0.021163147,0.09485364,6.516922951,8.9875,13,17.975,26,,65,0.03012748,0.028685569,0.041055303,0.577880806,,,,,
Prioritized,FALSE,133.5,6,0.5,80,5.003745318,0.020788925,0.109709978,6.677605629,8.85,13,17.7,26,,66,0.030336731,0.028472604,0.040974952,0.574120591,,,,,
Prioritized,FALSE,119.5,6,0.5,80,5.225941423,0.018727224,0.111702442,6.495082378,8.30625,13,16.6125,26,,67,0.031234198,0.029079399,0.040889416,0.570260551,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.235521236,0.021091872,0.056839466,6.66669488,8.975,13,17.95,26,,68,0.031028655,0.028969902,0.040799238,0.573849755,,,,,
Prioritized,FALSE,127,6,0.5,80,5.204724409,0.021107005,0.115657806,6.562664032,8.7625,12,17.525,24,,69,0.03081727,0.028759626,0.04086811,0.569724327,,,,,
Prioritized,FALSE,121.5,6,0.5,80,5.263374486,0.023208891,0.11320734,6.778072596,8.49375,12,16.9875,24,,70,0.031208235,0.028844363,0.040925391,0.56586805,,,,,
Prioritized,FALSE,133,6,0.5,81,5.176691729,0.021421823,0.094292164,6.643873215,9,12.5,18,25,,71,0.031328254,0.028775511,0.040635052,0.563834134,,,,,
Prioritized,FALSE,120.5,6,0.5,80,5.112033195,0.023175921,0.113695383,6.686107159,8.2,13,16.4,26,,72,0.031881972,0.029665664,0.040562923,0.560063786,,,,,
Prioritized,FALSE,128,6,0.5,80,5.26953125,0.019047717,0.073769569,7.115388632,8.93125,12,17.8625,24,,73,0.031659582,0.029521594,0.040620227,0.560654007,,,,,
Prioritized,FALSE,125,6,0.5,80,5.212,0.018421446,0.082778692,5.937122345,8.64375,12,17.2875,24,,74,0.031558571,0.029381384,0.040667615,0.559975863,,,,,
Prioritized,FALSE,126.5,6,0.5,80,5.272727273,0.016815263,0.059813976,5.817195177,8.8375,12,17.675,24,,75,0.031371516,0.029189608,0.04070582,0.562592399,,,,,
Prioritized,FALSE,124.5,6,0.5,81,5.108433735,0.028710746,0.186384916,7.075685978,8.351851852,12.5,16.7037037,25,,76,0.031312761,0.029548412,0.040434802,0.558787614,,,,,
Prioritized,FALSE,127.5,6,0.5,81,5.054901961,0.022337064,0.083776712,8.791330576,8.456790123,12,16.91358025,24,,77,0.031107727,0.029656024,0.040467358,0.558005333,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.24137931,0.022153226,0.12166214,7.480247974,9.05,12,18.1,24,,78,0.03099226,0.029670951,0.040492097,0.554022915,,,,,
Prioritized,FALSE,122.5,6,0.5,80,5.244897959,0.018052708,0.096772671,6.390867472,8.53125,12,17.0625,24,,79,0.031159304,0.029654425,0.040509575,0.551899478,,,,,
Prioritized,FALSE,120.5,6,0.5,80,5.248962656,0.018965503,0.075759888,6.13119173,8.40625,12.5,16.8125,25,,80,0.031622564,0.029846102,0.040252368,0.552102372,,,,,
Prioritized,FALSE,126.5,6,0.5,80,4.956521739,0.01703712,0.074038267,6.164435863,8.3375,13,16.675,26,,81,0.031443171,0.03017124,0.040226291,0.552481497,,,,,
Prioritized,FALSE,127,6,0.5,80,5.204724409,0.017763296,0.0458529,6.160512209,8.7625,12,17.525,24,,82,0.031254883,0.029984365,0.040246156,0.557098668,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.283524904,0.027077839,0.142585516,6.847616911,9.11875,13,18.2375,26,,83,0.031154541,0.030121136,0.040220859,0.552698724,,,,,
Prioritized,FALSE,122.5,6,0.5,80,5.257142857,0.019652203,0.135639191,6.804976463,8.55,12,17.1,24,,84,0.031291995,0.030067765,0.040240242,0.54850584,,,,,
Prioritized,FALSE,125.5,6,0.5,80,5.099601594,0.018423606,0.116687775,6.7591362,8.5,13,17,26,,85,0.031161546,0.030075428,0.040215681,0.545091122,,,,,
Prioritized,FALSE,132,6,0.5,80,5.034090909,0.018201329,0.062831163,6.14363265,8.80625,13,17.6125,26,,86,0.031191752,0.029901622,0.040186342,0.546896729,,,,,
Prioritized,FALSE,126,6,0.5,80,5.321428571,0.028886358,0.417402029,7.029337645,8.88125,12.5,17.7625,25,,87,0.031043881,0.029759376,0.039952568,0.59643607,,,,,
Prioritized,FALSE,123.5,6,0.5,80,5.210526316,0.019151727,0.069829941,6.703667164,8.54375,12,17.0875,24,,88,0.031065034,0.029714825,0.039979215,0.597291935,,,,,
Prioritized,FALSE,131,6,0.5,80,5.187022901,0.021798712,0.266238928,6.563607216,8.99375,13,17.9875,26,,89,0.031011726,0.029672597,0.039953871,0.600645432,,,,,
Prioritized,FALSE,130,6,0.5,81,5.203846154,0.019307726,0.102742195,6.441534996,8.851851852,13,17.7037037,26,,90,0.030895032,0.029521919,0.039924289,0.598287939,,,,,
Prioritized,FALSE,129,6,0.5,80,5.282945736,0.01905655,0.065824032,6.173058271,9.01875,12,18.0375,24,,91,0.030740414,0.029507164,0.039955105,0.599671444,,,,,
Prioritized,FALSE,121,6,0.5,80,5.326446281,0.017067733,0.085743189,6.205106497,8.55625,13,17.1125,26,,92,0.031064106,0.029457748,0.039926416,0.598786554,,,,,
Prioritized,FALSE,130,6,0.5,80,5.176923077,0.020705916,0.086230516,6.487421036,8.9125,13,17.825,26,,93,0.030952344,0.029344931,0.039893947,0.597843772,,,,,
Prioritized,FALSE,123,6,0.5,80,5.300813008,0.019203433,0.127583265,6.295438766,8.65,13,17.3,26,,94,0.031019262,0.029222163,0.03985796,0.594111406,,,,,
Prioritized,FALSE,121,6,0.5,80,4.983471074,0.017942757,0.156521559,6.167684793,8.0375,12,16.075,24,,95,0.031314997,0.030310778,0.039896955,0.589860503,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.16988417,0.019994869,0.074799776,7.341873884,8.86875,12,17.7375,24,,96,0.03118722,0.030175351,0.039930345,0.590137973,,,,,
Prioritized,FALSE,125.5,6,0.5,80,5.38247012,0.021912277,0.124670506,7.05355978,8.94375,12,17.8875,24,,97,0.031069577,0.030088919,0.039958453,0.586690365,,,,,
Prioritized,FALSE,129,6,0.5,80,5.279069767,0.017735439,0.060189724,5.70621419,9.0125,12,18.025,24,,98,0.03092917,0.030066733,0.039981577,0.588627075,,,,,
Prioritized,FALSE,126,6,0.5,80,5.317460317,0.03170758,0.240112782,6.966741323,8.875,13,17.75,26,,99,0.030796676,0.029937201,0.039959463,0.588967978,,,,,
Prioritized,FALSE,127.5,6,0.5,80,5.325490196,0.025031166,0.087747812,6.274558306,8.9875,12,17.975,24,,100,0.03064067,0.029887994,0.039981987,0.588027558,,,127.465,8.765186728,
CBS,FALSE,128,6,0.5,80,5.30859375,0.016106542,0.321129799,6.665288448,8.99375,12,17.9875,24,,,,,,,,,,,
CBS,FALSE,123,6,0.5,80,5.304878049,0.018209539,0.147604942,6.191147327,8.65625,12,17.3125,24,,2,0.028171585,0.027042327,0,0.523539616,,62.11184382,12.525,,
CBS,FALSE,131,6,0.5,80,5.167938931,0.018787855,0.182511806,6.34107995,8.9625,12,17.925,24,,3,0.031739151,0.021022866,0,0.422801331,,, ,,
CBS,FALSE,136,6,0.5,80,5.183823529,0.095009013,4.897605896,12.19714665,9.3125,12.5,18.625,25,,4,0.042059549,0.029866755,0.020618557,1.687888764,,,,,
CBS,FALSE,125,6,0.5,80,5.156,0.238926112,11.69532013,22.86046338,8.55625,12.5,17.1125,25,,5,0.039878325,0.033738901,0.022447646,1.460259548,,,,,
CBS,FALSE,133.5,6,0.5,80,5.164794007,0.048923205,1.912069082,8.365700483,9.11875,13,18.2375,26,,6,0.038667083,0.031725333,0.033101213,1.424493106,,,,,
CBS,FALSE,127.5,6,0.5,81,5.17254902,0.055830195,2.960177898,8.867819548,8.641975309,13,17.28395062,26,,7,0.035814922,0.03162284,0.036196252,1.314344743,,,,,
CBS,FALSE,127.5,6,0.5,80,5.329411765,0.027273011,1.153906822,6.992774963,8.99375,12.5,17.9875,25,,8,0.033515112,0.029514522,0.033548662,1.344014192,,,,,
CBS,FALSE,131,6,0.5,80,5.152671756,0.063014521,1.223450422,9.2251122,8.9375,12,17.875,24,,9,0.031744296,0.027624601,0.033632287,1.359477519,,,,,
CBS,FALSE,130,6,0.5,80,5.211538462,0.120514359,5.432539225,13.43467689,8.96875,13,17.9375,26,,10,0.029978924,0.026115686,0.035164459,1.200302776,,,,,
CBS,FALSE,129,6,0.5,80,5.147286822,0.0743669,2.653498888,11.33122158,8.8,12,17.6,24,,11,0.028451487,0.025104039,0.035210593,1.151078171,,,,,
CBS,FALSE,131,6,0.5,80,5.129770992,0.037978065,1.279626608,8.297065973,8.9,13,17.8,26,,12,0.027383639,0.023936937,0.036133912,1.16481944,,,,,
CBS,FALSE,126.5,6,0.5,80,5.233201581,0.033898079,1.461165428,7.071862698,8.775,13,17.55,26,,13,0.026978658,0.023290664,0.036514837,1.166481844,,,,,
CBS,FALSE,126,6,0.5,80,5.087301587,0.019643164,0.469775677,6.254098654,8.5125,12.5,17.025,25,,14,0.026775951,0.025214693,0.035082321,1.214034569,,,,,
CBS,FALSE,119,6,0.5,80,5.285714286,0.032796158,0.789037704,7.363116741,8.3625,13,16.725,26,,15,0.032742515,0.028492627,0.035254592,1.240592849,,,,,
CBS,FALSE,128,6,0.5,80,5.3203125,0.05674014,1.329168797,10.12476587,9.0125,13,18.025,26,,16,0.031640656,0.027956902,0.035226317,1.239145738,,,,,
CBS,FALSE,124,6,0.5,80,5.294354839,0.023945178,0.418912649,6.074272871,8.70625,13,17.4125,26,,17,0.031734525,0.027356655,0.035066194,1.278189687,,,,,
CBS,FALSE,130,6,0.5,80,5.184615385,0.039845364,0.872744799,7.315769434,8.925,13.5,17.85,27,,18,0.030979614,0.026631094,0.03790998,1.292419275,,,,,
CBS,FALSE,134.5,6,0.5,80,5.074349442,0.119330892,7.535340309,13.63589215,9.03125,12.5,18.0625,25,,19,0.032123029,0.026318218,0.036949404,1.219130571,,,,,
CBS,FALSE,124.5,6,0.5,80,5.168674699,0.010133511,0.183478355,5.056406498,8.54375,12,17.0875,24,,20,0.032061763,0.02681226,0.037756079,1.262959619,,,,,
CBS,FALSE,135,6,0.5,80,5.162962963,0.114976396,3.005993128,12.63929677,9.2125,12.5,18.425,25,,21,0.033210422,0.027685984,0.036854732,1.216216358,,,,,
CBS,FALSE,129.5,6,0.5,80,5.301158301,0.076950874,2.014672041,10.00330281,9.08125,12,18.1625,24,,22,0.032435961,0.027537631,0.037431585,1.195642915,,,,,
CBS,FALSE,127.5,6,0.5,81,5.176470588,0.073108918,3.446056366,9.885627747,8.648148148,13,17.2962963,26,,23,0.031753551,0.027407768,0.037210499,1.149114029,,,,,
CBS,FALSE,130,6,0.5,80,5.242307692,0.879336953,58.44422483,65.91286063,9.01875,13.5,18.0375,27,,24,0.03112455,0.027050654,0.039171117,2.478249673,,,,,
CBS,FALSE,133.5,6,0.5,80,5.063670412,0.036240743,1.589666367,7.305593967,8.95,12,17.9,24,,25,0.031350443,0.026546029,0.03968254,2.496090601,,,,,
CBS,FALSE,126.5,6,0.5,80,5.213438735,0.044889744,1.272089481,7.979404688,8.74375,12.5,17.4875,25,,26,0.030940862,0.02616106,0.038923813,2.520000174,,,,,
CBS,FALSE,123,6,0.5,80,5.345528455,0.045479647,0.768693686,7.875277519,8.71875,13,17.4375,26,,27,0.031578508,0.025851639,0.038617594,2.554615449,,,,,
CBS,FALSE,127,6,0.5,80,5.204724409,0.053358394,1.496614456,8.262943983,8.7625,13,17.525,26,,28,0.031081665,0.025454508,0.038298999,2.570137729,,,,,
CBS,FALSE,127,6,0.5,81,5.216535433,0.026114066,0.835378647,6.569985628,8.679012346,12,17.35802469,24,,29,0.030606924,0.025273862,0.038782292,2.600263867,,,,,
CBS,FALSE,125,6,0.5,80,5.212,0.13356998,4.617389202,13.9959898,8.64375,13.5,17.2875,27,,30,0.030490742,0.025200842,0.040164876,2.545134862,,,,,
CBS,FALSE,128.5,6,0.5,80,5.120622568,0.053665318,1.411044836,8.85963583,8.725,12,17.45,24,,31,0.029978056,0.024895616,0.040568873,2.559634566,,,,,
CBS,FALSE,128,6,0.5,80,5.25,0.030499139,1.057896137,6.944376469,8.9,12,17.8,24,,32,0.029495799,0.024519365,0.040885279,2.581035824,,,,,
CBS,FALSE,124,6,0.5,80,5.221774194,0.010923011,0.050863981,5.675625324,8.59375,12,17.1875,24,,33,0.02964098,0.024626065,0.041128523,2.624708939,,,,,
CBS,FALSE,121.5,6,0.5,80,5.218106996,0.042614541,1.65186739,7.590040922,8.425,12,16.85,24,,34,0.030567921,0.025527992,0.041310275,2.630629361,,,,,
CBS,FALSE,123,6,0.5,81,5.191056911,0.029104487,1.609892368,6.794303656,8.382716049,12,16.7654321,24,,35,0.030856646,0.026535347,0.041440075,2.636737936,,,,,
CBS,FALSE,132,6,0.5,80,5.204545455,0.037139694,0.979855776,7.3370893,9.0875,13,18.175,26,,36,0.03086716,0.026668567,0.041251253,2.656039329,,,,,
CBS,FALSE,132,6,0.5,80,5.234848485,0.041379543,2.256733179,7.557989836,9.1375,12.5,18.275,25,,37,0.030851892,0.026954696,0.040685654,2.646867342,,,,,
CBS,FALSE,126,6,0.5,80,5.226190476,0.010424954,0.150566339,4.990464449,8.73125,12.5,17.4625,25,,38,0.030556062,0.026647696,0.040142708,2.683138207,,,,,
CBS,FALSE,127,6,0.5,80,5.377952756,0.01080545,0.058325052,5.121979713,9.0375,12,18.075,24,,39,0.030183316,0.026573346,0.040278895,2.720885946,,,,,
CBS,FALSE,128,6,0.5,80,5.33984375,0.033550591,1.469282866,6.762564659,9.04375,12,18.0875,24,,40,0.029793705,0.02650424,0.04037815,2.726225655,,,,,
CBS,FALSE,129,6,0.5,80,5.298449612,0.045277396,1.787827015,7.585343361,9.04375,12,18.0875,24,,41,0.029439756,0.026424812,0.040445407,2.724210209,,,,,
CBS,FALSE,127.5,6,0.5,80,5.156862745,0.014477391,0.385972977,5.349420547,8.71875,12,17.4375,24,,42,0.02908747,0.026189062,0.040484866,2.75219472,,,,,
CBS,FALSE,132.5,6,0.5,80,5.022641509,0.052009658,1.617175341,8.532954216,8.81875,13.5,17.6375,27,,43,0.029213647,0.025877603,0.041741443,2.752667303,,,,,
CBS,FALSE,125,6,0.5,80,5.176,0.011911232,0.140633821,5.184650898,8.5875,12.5,17.175,25,,44,0.029116515,0.025931975,0.041255913,2.78482579,,,,,
CBS,FALSE,130,6,0.5,80,5.246153846,0.039519439,1.520221233,6.953814507,9.025,12,18.05,24,,45,0.028865771,0.025839199,0.041294672,2.786213448,,,,,
CBS,FALSE,125,6,0.5,80,5.2,0.307855758,21.63815737,27.99606848,8.625,15,17.25,30,,46,0.028775747,0.0257956,0.05005953,2.560442515,,,,,
CBS,FALSE,121.5,6,0.5,80,5.362139918,0.018237807,0.186496258,6.95724988,8.64375,12,17.2875,24,,47,0.029441151,0.025704524,0.04999313,2.588383188,,,,,
CBS,FALSE,130.5,6,0.5,80,5.164750958,0.028639191,0.479716778,6.682184219,8.925,13.5,17.85,27,,48,0.029265556,0.025477836,0.050562938,2.610548979,,,,,
CBS,FALSE,131,6,0.5,80,5.221374046,0.05322347,2.341864824,8.495130301,9.05,12.5,18.1,25,,49,0.029148772,0.025458547,0.050046251,2.600029633,,,,,
CBS,FALSE,127,6,0.5,80,5.255905512,0.047647613,1.446465015,8.553353786,8.84375,12.5,17.6875,25,,50,0.028874523,0.025197603,0.04954509,2.604369099,,,,,
CBS,FALSE,129.5,6,0.5,81,5.115830116,0.059368996,1.293279171,8.843897343,8.679012346,12,17.35802469,24,,51,0.028627199,0.025067858,0.049500464,2.610947938,,,,,
CBS,FALSE,134.5,6,0.5,80,5.197026022,0.062192998,1.936824083,9.345580816,9.2375,12,18.475,24,,52,0.029180976,0.025620793,0.049441969,2.60649789,,,,,
CBS,FALSE,136.5,6,0.5,80,5.172161172,0.112089658,4.579697609,12.50476718,9.325,14,18.65,28,,53,0.030227638,0.026463564,0.051367098,2.562475806,,,,,
CBS,FALSE,137,6,0.5,80,5.025547445,0.166923694,7.20882535,16.73099279,9.10625,13,18.2125,26,,54,0.031300235,0.026505884,0.051055249,2.488507871,,,,,
CBS,FALSE,122.5,6,0.5,80,5.216326531,0.026770513,1.490665197,6.511134148,8.4875,12,16.975,24,,55,0.03165553,0.026851714,0.051008085,2.491732212,,,,,
CBS,FALSE,123,6,0.5,80,5.150406504,0.045765435,1.403318644,7.835434675,8.41875,12,16.8375,24,,56,0.031876842,0.027390493,0.050948948,2.495975621,,,,,
CBS,FALSE,129,6,0.5,80,5.124031008,0.032490376,1.159388781,7.050139904,8.7625,12.5,17.525,25,,57,0.031597581,0.027170594,0.050500706,2.503550433,,,,,
CBS,FALSE,126.5,6,0.5,80,5.304347826,0.033041245,1.10505414,6.918414831,8.8875,13.5,17.775,27,,58,0.031377502,0.026940174,0.050942611,2.511626322,,,,,
CBS,FALSE,132,6,0.5,81,5.261363636,0.079198841,2.965533257,10.14463162,9.074074074,13,18.14814815,26,,59,0.031326619,0.026926308,0.050661625,2.493255346,,,,,
CBS,FALSE,128.5,6,0.5,80,5.186770428,0.022424368,0.408030272,6.037754774,8.83125,12,17.6625,24,,60,0.031059907,0.026697758,0.050626569,2.511148344,,,,,
CBS,FALSE,126,6,0.5,80,5.285714286,0.016235832,0.313916683,5.591180325,8.825,12,17.65,24,,61,0.030893198,0.026475763,0.050581045,2.530175611,,,,,
CBS,FALSE,127.5,6,0.5,81,5.31372549,0.020408513,0.279247046,5.858294725,8.864197531,12.5,17.72839506,25,,62,0.030650707,0.026259216,0.050173334,2.549457838,,,,,
CBS,FALSE,130.5,6,0.5,80,5.264367816,0.014062715,0.152125359,5.440947056,9.0875,12,18.175,24,,63,0.030475385,0.026274756,0.050123698,2.570431902,,,,,
CBS,FALSE,127.5,6,0.5,80,5.28627451,0.088319484,2.660942793,11.07310867,8.925,12,17.85,24,,64,0.030244692,0.026087452,0.050065581,2.554868362,,,,,
CBS,FALSE,130.5,6,0.5,81,5.283524904,0.018753502,0.140621424,5.703448772,9.012345679,12.5,18.02469136,25,,65,0.030077628,0.02598251,0.04967792,2.575366701,,,,,
CBS,FALSE,130.5,6,0.5,80,5.279693487,0.04745937,1.20194912,8.708204508,9.1125,12,18.225,24,,66,0.029912637,0.026033852,0.049617403,2.579861625,,,,,
CBS,FALSE,126,6,0.5,80,5.218253968,0.022025445,0.187111378,6.493031025,8.71875,12.5,17.4375,25,,67,0.029775678,0.025905819,0.049243683,2.599134245,,,,,
CBS,FALSE,131,6,0.5,80,5.339694656,0.04236241,1.647144556,7.761620998,9.24375,12.5,18.4875,25,,68,0.029654157,0.026258079,0.048878283,2.596793823,,,,,
CBS,FALSE,126,6,0.5,80,5.218253968,0.065327178,2.290013313,9.163094521,8.71875,13,17.4375,26,,69,0.029524178,0.02613546,0.048694967,2.585570823,,,,,
CBS,FALSE,126,6,0.5,80,5.123015873,0.023029296,1.255632401,6.462416649,8.56875,12,17.1375,24,,70,0.029394994,0.026238972,0.048647524,2.588539508,,,,,
CBS,FALSE,131.5,6,0.5,80,5.224334601,1.131250105,24.13469791,90.48311949,9.0875,16,18.175,32,,71,0.029327017,0.02623725,0.058155343,2.459661885,,,,,
CBS,FALSE,129,6,0.5,80,5.248062016,0.867192214,62.11184382,70.38221812,8.9625,13,17.925,26,,72,0.029124479,0.02608885,0.057848765,2.609565076,,,,,
CBS,FALSE,126,6,0.5,80,5.297619048,0.055287431,2.42886734,9.478054047,8.84375,12,17.6875,24,,73,0.029005974,0.025907753,0.057744202,2.605693755,,,,,
CBS,FALSE,121.5,6,0.5,80,5.24691358,0.020854766,0.38296032,6.807219505,8.46875,12,16.9375,24,,74,0.029477002,0.026235962,0.057635074,2.621918414,,,,,
CBS,FALSE,138,6,0.5,80,5.083333333,0.042756063,1.634714603,8.739460707,9.26875,12,18.5375,24,,75,0.030548829,0.026613057,0.057521793,2.625381856,,,,,
CBS,FALSE,127.5,6,0.5,80,5.384313725,0.034689769,0.592389584,6.121539116,9.08125,13,18.1625,26,,76,0.030356055,0.026589858,0.057247801,2.639054418,,,,,
CBS,FALSE,128.5,6,0.5,80,5.284046693,0.119547536,5.72921896,12.74021435,8.9875,12.5,17.975,25,,77,0.030155565,0.026462797,0.056877959,2.605550208,,,,,
CBS,FALSE,128,6,0.5,80,5.234375,0.014019327,0.17251277,4.754277229,8.875,12,17.75,24,,78,0.029961377,0.02629062,0.056774398,2.622960245,,,,,
CBS,FALSE,128,6,0.5,80,5.1015625,0.032605679,1.638976336,6.314630508,8.6625,12.5,17.325,25,,79,0.029770894,0.026247435,0.05641585,2.625838172,,,,,
CBS,FALSE,122,6,0.5,80,5.336065574,0.024029069,0.519955158,5.307224274,8.6375,13,17.275,26,,80,0.030107025,0.026234576,0.0561678,2.639410645,,,,,
CBS,FALSE,121.5,6,0.5,80,5.144032922,0.073561198,4.166985989,9.130225182,8.3125,13.5,16.625,27,,81,0.030501259,0.026959862,0.056367944,2.619257655,,,,,
CBS,FALSE,127.5,6,0.5,80,5.152941176,0.055863945,1.664616346,7.452797413,8.7125,13,17.425,26,,82,0.03031941,0.026850261,0.056117128,2.621546837,,,,,
CBS,FALSE,125,6,0.5,80,5.324,0.043828118,1.369339228,6.799664736,8.81875,13,17.6375,26,,83,0.030262724,0.026689004,0.055868837,2.626451048,,,,,
CBS,FALSE,128.5,6,0.5,80,5.229571984,0.059844771,1.424208403,8.395105124,8.9,12,17.8,24,,84,0.03008066,0.026534504,0.055797582,2.630696964,,,,,
CBS,FALSE,128.5,6,0.5,80,5.315175097,0.013248392,0.162556648,5.137359858,9.0375,12,18.075,24,,85,0.029901844,0.026474232,0.0557223,2.646804719,,,,,
CBS,FALSE,128.5,6,0.5,80,5.178988327,0.012480729,0.206454277,4.809834719,8.81875,12.5,17.6375,25,,86,0.029726179,0.026321412,0.05540135,2.662350225,,,,,
CBS,FALSE,127,6,0.5,80,5.066929134,0.011789826,0.428940773,5.181298733,8.54375,13,17.0875,26,,87,0.029570568,0.026435773,0.055175626,2.675587514,,,,,
CBS,FALSE,127.5,6,0.5,81,5.294117647,0.103075707,5.765098333,11.57331896,8.833333333,12,17.66666667,24,,88,0.029405993,0.026284069,0.055106557,2.64229799,,,,,
CBS,FALSE,132.5,6,0.5,80,5.283018868,0.024713981,0.5335567,5.492474556,9.25,13,18.5,26,,89,0.029453239,0.026570268,0.054889294,2.654164708,,,,,
CBS,FALSE,122.5,6,0.5,80,5.187755102,0.026581771,0.870670795,5.818987846,8.44375,12,16.8875,24,,90,0.029667781,0.026870265,0.054823062,2.662725931,,,,,
CBS,FALSE,126,6,0.5,80,5.158730159,0.016491396,0.341087818,4.870384216,8.625,12,17.25,24,,91,0.029557014,0.02685349,0.05475341,2.67613659,,,,,
CBS,FALSE,132.5,6,0.5,80,5.233962264,0.05857294,1.640638113,8.137044907,9.16875,12,18.3375,24,,92,0.029604388,0.026972144,0.054680577,2.67734076,,,,,
CBS,FALSE,123,6,0.5,80,5.18699187,0.027547005,1.572871923,5.91341114,8.475,12,16.95,24,,93,0.029744772,0.02718583,0.054604785,2.679059469,,,,,
CBS,FALSE,129,6,0.5,80,5.30620155,0.023498274,0.453786612,5.455298185,9.05625,12,18.1125,24,,94,0.029591911,0.027148581,0.054526244,2.690970559,,,,,
CBS,FALSE,131.5,6,0.5,81,5.319391635,0.037736147,1.662530184,6.453554153,9.135802469,12,18.27160494,24,,95,0.029554193,0.027206698,0.054445149,2.691642206,,,,,
CBS,FALSE,131,6,0.5,80,5.22519084,0.020410212,0.334105492,5.163226843,9.05625,12,18.1125,24,,96,0.029481938,0.027164504,0.054361681,2.704411914,,,,,
CBS,FALSE,122.5,6,0.5,80,5.473469388,0.186724462,9.232755423,16.66520691,8.88125,12.5,17.7625,25,,97,0.029678849,0.027024224,0.054080234,2.648365301,,,,,
CBS,FALSE,122,6,0.5,80,5.258196721,0.034604728,1.488171339,6.063036919,8.51875,12.5,17.0375,25,,98,0.029925866,0.027157805,0.053803113,2.650564996,,,,,
CBS,FALSE,132,6,0.5,80,5.215909091,0.011011149,0.135637283,4.864579201,9.10625,12,18.2125,24,,99,0.029927704,0.027172693,0.053723133,2.664612705,,,,,
CBS,FALSE,127,6,0.5,80,5.188976378,0.028960158,1.526923895,5.824760199,8.7375,12,17.475,24,,100,0.029789914,0.027067415,0.053641103,2.666247325,,,,8.847068673,
Prioritized,FALSE,177,4,0.5,80,3.663841808,0.01416646,0.050821304,5.453222752,8.60625,13,17.2125,26,,,,,,,,,,,
Prioritized,FALSE,191,4,0.5,80,3.638743455,0.020621854,0.167139292,6.07198,9.1875,12,18.375,24,,Max acs = 4,,,,,,,,,
Prioritized,FALSE,177.5,4,0.5,80,3.692957746,0.017128814,0.25491643,5.389166117,8.69375,13,17.3875,26,,Prioritized,TTT,ARA,MRT,MAT,,,,,
Prioritized,FALSE,187,4,0.5,80,3.655080214,0.016859055,0.065582275,5.49056077,9.04375,12,18.0875,24,,4,182.5666667,8.754549897,12.45,0.077680421,,,,,
Prioritized,FALSE,188,4,0.5,80,3.550531915,0.029270773,0.12028718,7.84945178,8.84375,13,17.6875,26,,2,348.15,8.780895062,12.13333333,0.058912206,,,,,
